salary,gender,10percentage,12graduation,12percentage,12board,degree,specialization,collegegpa,graduationyear,english,logical,quant,domain,computerprogramming,computerscience,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,period
240000,m,91.0,1970-01-01 00:00:00.000002009,91.0,STATE BOARD,B.Tech/B.E.,CSE,80.6,1970-01-01 00:00:00.000002013,475,520,765,0.486747008438193,525,376,0.7027,1.0449,1.0859,1.1601,0.6721,2
200000,m,72.0,1970-01-01 00:00:00.000002009,72.0,STATE BOARD,MCA,CA,70.0,1970-01-01 00:00:00.000002015,350,375,310,0.622642915849938,335,407,-1.0208,0.2124,1.547,2.0475,1.0554,0
335000,m,66.0,1970-01-01 00:00:00.000002006,61.0,STATE BOARD,B.Tech/B.E.,CSE,72.04,1970-01-01 00:00:00.000002012,640,500,545,0.953899775079926,464,530,0.5591,1.0449,-0.1437,-0.6147,-0.8608,8
110000,m,83.0,1970-01-01 00:00:00.000002009,73.0,CBSE,B.Tech/B.E.,IT,67.25,1970-01-01 00:00:00.000002013,525,505,585,0.842248322257836,495,469,-0.159,0.0459,0.01,1.794,-0.6692,1
120000,m,79.0,1970-01-01 00:00:00.000002007,62.5,STATE BOARD,MCA,CA,75.83,1970-01-01 00:00:00.000002013,490,410,535,0.486747008438193,445,376,-0.4463,-0.2871,-0.6048,0.653,-1.4356,1
300000,m,84.0,1970-01-01 00:00:00.000002009,88.0,STATE BOARD,B.Tech/B.E.,EEE,72.5,1970-01-01 00:00:00.000002013,580,565,545,0.423951396376433,325,315,0.1282,0.3789,1.3933,-0.7415,0.8637,8
90000,f,81.03,1970-01-01 00:00:00.000002008,70.0,CBSE,B.Tech/B.E.,IT,72.0,1970-01-01 00:00:00.000002012,510,535,620,0.622642915849938,555,407,-0.7335,0.5454,0.3174,-1.6289,0.0973,1
120000,m,84.67,1970-01-01 00:00:00.000002008,74.92,STATE BOARD,B.Tech/B.E.,CS,64.21,1970-01-01 00:00:00.000002013,490,520,465,0.842248322257836,-1,469,1.5644,1.7109,-0.9122,-1.8824,0.6721,7
300000,f,90.0,1970-01-01 00:00:00.000002010,79.4,CBSE,B.Tech/B.E.,CSE,83.02,1970-01-01 00:00:00.000002014,545,585,425,0.991230625262871,475,592,0.7027,0.7119,1.547,-0.6147,1.0554,1
260000,m,53.3,1970-01-01 00:00:00.000002007,68.4,STATE BOARD,B.Tech/B.E.,CS,70.82,1970-01-01 00:00:00.000002013,325,400,680,0.23780283983757,445,315,-1.0208,0.0459,-0.1437,1.4136,0.2889,9
310000,m,78.15,1970-01-01 00:00:00.000002009,76.8,STATE BOARD,B.Tech/B.E.,ECE,68.0,1970-01-01 00:00:00.000002013,525,470,595,0.991397583740291,-1,469,-1.5953,-0.2871,0.7785,0.5262,0.6721,0
325000,m,86.9,1970-01-01 00:00:00.000002010,94.9,STATE BOARD,B.Tech/B.E.,other,68.0,1970-01-01 00:00:00.000002014,450,535,605,0.622642915849938,315,315,1.4208,1.0449,1.2396,-1.5021,0.0973,8
300000,f,90.8,1970-01-01 00:00:00.000002010,77.0,CBSE,B.Tech/B.E.,IT,77.0,1970-01-01 00:00:00.000002014,520,630,680,0.23780283983757,425,315,-1.0208,0.8784,1.2396,-0.1076,1.6302,7
120000,m,69.0,1970-01-01 00:00:00.000002008,70.0,STATE BOARD,MCA,CA,76.0,1970-01-01 00:00:00.000002014,580,655,570,0.953899775079926,445,530,0.99,0.2124,-0.1437,-0.8682,1.0554,0
235000,f,64.0,1970-01-01 00:00:00.000002007,76.0,STATE BOARD,MCA,CA,81.0,1970-01-01 00:00:00.000002013,430,470,475,0.23780283983757,445,315,0.8463,-0.7866,1.0859,0.5262,-0.2859,10
325000,m,82.0,1970-01-01 00:00:00.000002009,82.0,ICSE,B.Tech/B.E.,CSE,67.0,1970-01-01 00:00:00.000002013,660,610,705,0.911395278391328,565,500,0.7027,0.3789,-0.1437,-0.1076,0.6721,1
345000,m,72.8,1970-01-01 00:00:00.000002009,65.4,CBSE,B.Tech/B.E.,CSE,70.59,1970-01-01 00:00:00.000002013,425,515,475,0.744758354008939,525,438,-1.6538,-0.2012,-0.2714,1.2374,-1.0774,1
375000,m,77.8,1970-01-01 00:00:00.000002008,76.6,CBSE,B.Tech/B.E.,CSE,84.0,1970-01-01 00:00:00.000002013,500,495,680,0.991230625262871,555,592,0.1282,1.0449,0.9322,-0.995,-0.0943,9
450000,m,78.0,1970-01-01 00:00:00.000002010,70.0,ICSE,B.Tech/B.E.,CSE,82.5,1970-01-01 00:00:00.000002014,545,555,390,0.744758354008939,595,438,0.4155,0.3789,0.6248,-1.6289,-0.4776,8
330000,f,79.0,1970-01-01 00:00:00.000002009,67.7,ICSE,B.Tech/B.E.,ECE,73.92,1970-01-01 00:00:00.000002013,630,625,715,0.338786347219528,-1,346,0.99,1.7109,0.9322,-1.2486,0.6721,8
305000,f,71.3,1970-01-01 00:00:00.000002010,79.2,STATE BOARD,B.Tech/B.E.,CSE,80.05,1970-01-01 00:00:00.000002014,465,475,650,0.23780283983757,475,315,-1.4517,-0.6201,1.0859,1.6672,-0.2859,0
260000,f,82.8,1970-01-01 00:00:00.000002010,76.6,CBSE,B.Tech/B.E.,CSE,86.0,1970-01-01 00:00:00.000002014,520,555,400,0.622642915849938,475,407,-1.0208,1.0449,0.7785,0.2727,-0.6692,8
370000,m,78.0,1970-01-01 00:00:00.000002009,69.0,ICSE,B.Tech/B.E.,CSE,70.0,1970-01-01 00:00:00.000002013,650,545,620,0.744758354008939,545,438,0.99,-0.1206,0.01,-0.6147,1.0554,1
180000,m,81.0,1970-01-01 00:00:00.000002010,68.0,CBSE,B.Tech/B.E.,CSE,63.4,1970-01-01 00:00:00.000002014,570,435,265,0.744758354008939,365,438,-1.8825,-1.1196,-0.4511,0.0192,-0.8608,7
305000,m,68.8,1970-01-01 00:00:00.000002012,86.0,CBSE,B.Tech/B.E.,CS,76.05,1970-01-01 00:00:00.000002014,570,535,590,0.978799292641428,515,561,-1.5953,0.2124,-1.0659,-0.4879,-0.6692,8
220000,m,63.43,1970-01-01 00:00:00.000002006,51.63,STATE BOARD,MCA,CA,85.8,1970-01-01 00:00:00.000002013,380,570,560,0.842248322257836,435,469,0.1282,0.0459,1.0859,-0.1076,-0.2859,8
275000,m,81.6,1970-01-01 00:00:00.000002009,78.4,STATE BOARD,B.Tech/B.E.,CSE,79.56,1970-01-01 00:00:00.000002014,510,580,515,0.486747008438193,585,376,-2.7443,-0.4536,-1.2196,-0.1076,-1.0524,8
180000,f,55.5,1970-01-01 00:00:00.000002010,66.0,STATE BOARD,B.Tech/B.E.,CSE,61.25,1970-01-01 00:00:00.000002014,265,325,320,0.486747008438193,395,376,-1.308,-2.1186,-1.2196,0.2727,-1.0524,7
290000,m,92.16,1970-01-01 00:00:00.000002010,93.7,STATE BOARD,B.Tech/B.E.,ECE,79.98,1970-01-01 00:00:00.000002016,560,480,665,0.649389714846691,375,253,0.5591,1.5444,1.547,-1.1218,1.6302,1
265000,m,71.0,1970-01-01 00:00:00.000002010,68.0,CBSE,B.Tech/B.E.,CSE,73.0,1970-01-01 00:00:00.000002016,570,415,605,0.744758354008939,465,438,-0.0154,0.0459,0.1637,-0.4879,0.0973,7
95000,m,86.5,1970-01-01 00:00:00.000002008,82.08,STATE BOARD,B.Tech/B.E.,IT,68.0,1970-01-01 00:00:00.000002012,545,510,445,0.744758354008939,435,438,0.99,1.3779,1.0859,-2.3895,0.0973,1
200000,m,80.0,1970-01-01 00:00:00.000002010,80.0,STATE BOARD,B.Tech/B.E.,CSE,64.97,1970-01-01 00:00:00.000002014,455,540,450,0.744758354008939,475,438,0.99,-0.1206,0.7785,-1.8824,-0.6692,1
240000,m,87.0,1970-01-01 00:00:00.000002008,75.0,CBSE,B.Tech/B.E.,CSE,68.62,1970-01-01 00:00:00.000002013,560,555,535,0.622642915849938,535,407,-0.5899,-0.9531,0.01,0.0192,-1.0524,2
505000,m,72.5,1970-01-01 00:00:00.000002008,63.2,STATE BOARD,B.Tech/B.E.,CSE,61.18,1970-01-01 00:00:00.000002013,465,410,330,0.356536487724475,445,346,0.1282,0.2124,1.0859,-0.4879,0.2889,8
120000,m,79.6,1970-01-01 00:00:00.000002009,72.5,CBSE,B.Tech/B.E.,CSE,62.28,1970-01-01 00:00:00.000002013,640,625,595,0.996744486852253,495,623,0.7027,1.7109,1.7007,-2.5163,0.2889,1
180000,f,74.0,1970-01-01 00:00:00.000002011,73.0,STATE BOARD,B.Tech/B.E.,CSE,68.0,1970-01-01 00:00:00.000002014,440,470,200,0.23780283983757,195,315,1.2772,1.3779,1.0859,1.0333,1.0554,7
145000,m,63.0,1970-01-01 00:00:00.000002009,56.0,CBSE,B.Tech/B.E.,CSE,69.4,1970-01-01 00:00:00.000002013,430,545,545,0.911395278391328,-1,500,0.2718,-0.1206,1.2396,0.2727,0.8637,1
120000,m,59.33,1970-01-01 00:00:00.000002008,72.77,STATE BOARD,MCA,CA,75.96,1970-01-01 00:00:00.000002014,545,630,500,0.842248322257836,465,469,0.1282,0.0459,1.8543,-0.1076,0.4805,8
95000,m,79.6,1970-01-01 00:00:00.000002006,68.2,STATE BOARD,MCA,CA,65.0,1970-01-01 00:00:00.000002012,605,485,560,0.144789889482462,435,284,-0.4463,0.5454,0.01,-0.8682,0.0973,1
480000,m,64.3,1970-01-01 00:00:00.000002009,66.4,STATE BOARD,B.Tech/B.E.,CS,76.56,1970-01-01 00:00:00.000002013,580,480,405,0.622642915849938,535,407,1.7081,-1.9521,-1.3733,-1.7556,-1.0524,1
325000,m,88.0,1970-01-01 00:00:00.000002010,89.0,CBSE,B.Tech/B.E.,CSE,84.15,1970-01-01 00:00:00.000002014,685,565,645,0.978799292641428,715,561,1.7081,1.7109,0.7785,-1.7556,-0.4776,1
160000,m,83.0,1970-01-01 00:00:00.000002008,63.0,CBSE,B.Tech/B.E.,IT,66.0,1970-01-01 00:00:00.000002013,450,495,515,0.23780283983757,375,315,0.1282,-0.2871,0.3174,-1.8824,0.0973,2
300000,f,87.69,1970-01-01 00:00:00.000002009,83.67,STATE BOARD,B.Tech/B.E.,ECE,65.58,1970-01-01 00:00:00.000002013,535,575,565,0.649389714846691,485,315,0.4155,0.3789,1.0859,1.1601,0.4805,1
105000,m,61.6,1970-01-01 00:00:00.000002010,79.0,STATE BOARD,B.Tech/B.E.,CSE,78.1,1970-01-01 00:00:00.000002014,440,500,425,0.911395278391328,385,500,-0.4463,0.8784,0.3174,0.7798,0.2889,1
320000,m,61.8,1970-01-01 00:00:00.000002008,55.02,STATE BOARD,B.Tech/B.E.,CSE,73.0,1970-01-01 00:00:00.000002013,415,440,515,0.23780283983757,465,315,-0.0154,-0.4536,-0.1437,-0.995,0.2889,9
300000,m,91.71,1970-01-01 00:00:00.000002010,88.83,ICSE,B.Tech/B.E.,ECE,75.0,1970-01-01 00:00:00.000002014,545,540,860,0.493596387301038,525,253,1.1336,1.0449,0.7785,-0.8682,0.8637,8
320000,m,87.0,1970-01-01 00:00:00.000002009,66.0,CBSE,B.Tech/B.E.,CSE,63.74,1970-01-01 00:00:00.000002014,710,495,535,0.953899775079926,445,530,-1.1644,0.8784,1.1804,-2.5047,-0.4776,0
420000,m,74.0,1970-01-01 00:00:00.000002008,72.6,STATE BOARD,B.Tech/B.E.,CSE,83.0,1970-01-01 00:00:00.000002013,605,460,595,0.356536487724475,525,346,0.2718,0.2124,1.547,-1.1218,0.8637,9
300000,m,88.0,1970-01-01 00:00:00.000002011,82.0,CBSE,B.Tech/B.E.,CS,68.11,1970-01-01 00:00:00.000002015,475,540,450,0.622642915849938,435,407,-0.159,-0.4536,-0.2974,0.5262,-1.0524,0
315000,m,72.0,1970-01-01 00:00:00.000002009,68.4,CBSE,B.Tech/B.E.,IT,67.84,1970-01-01 00:00:00.000002014,650,470,680,0.998876108102859,635,653,-0.159,-0.1206,-0.1437,-1.6289,0.2889,7
180000,m,58.83,1970-01-01 00:00:00.000002008,66.0,STATE BOARD,MCA,CA,70.0,1970-01-01 00:00:00.000002015,440,570,345,0.144789889482462,555,284,-0.4463,0.0459,-1.0659,1.6672,-1.244,1
210000,f,71.0,1970-01-01 00:00:00.000002009,64.0,STATE BOARD,B.Tech/B.E.,IT,73.4,1970-01-01 00:00:00.000002013,490,400,500,0.356536487724475,365,346,1.2772,0.3789,0.7785,-0.995,0.0973,2
240000,m,86.6,1970-01-01 00:00:00.000002009,78.4,STATE BOARD,B.Tech/B.E.,CSE,68.5,1970-01-01 00:00:00.000002013,380,410,515,0.0800552813405495,295,253,-0.159,0.7119,-0.6048,0.5262,1.0554,2
525000,m,74.0,1970-01-01 00:00:00.000002008,64.0,ICSE,B.Tech/B.E.,CSE,72.0,1970-01-01 00:00:00.000002013,560,540,535,0.23780283983757,455,315,0.99,0.2124,0.9322,0.1459,1.0554,8
170000,m,61.6,1970-01-01 00:00:00.000002007,61.2,CBSE,B.Tech/B.E.,CSE,67.08,1970-01-01 00:00:00.000002012,405,460,450,0.842248322257836,365,469,1.2772,-0.2871,2.008,0.1459,0.8637,1
215000,m,70.0,1970-01-01 00:00:00.000002009,76.0,STATE BOARD,B.Tech/B.E.,CSE,60.0,1970-01-01 00:00:00.000002014,385,445,320,0.23780283983757,325,315,1.4208,1.7109,1.547,-1.1218,0.8637,7
310000,f,83.0,1970-01-01 00:00:00.000002009,87.5,STATE BOARD,B.Tech/B.E.,IT,81.0,1970-01-01 00:00:00.000002013,475,515,464,0.622642915849938,395,407,-0.3027,-0.2871,0.9322,-2.3895,-0.0943,1
200000,f,77.4,1970-01-01 00:00:00.000002010,74.8,CBSE,B.Tech/B.E.,IT,74.3,1970-01-01 00:00:00.000002014,345,560,485,0.486747008438193,445,376,0.7027,1.2114,0.3174,0.3995,0.6721,8
300000,f,73.0,1970-01-01 00:00:00.000002009,60.0,CBSE,B.Tech/B.E.,ECE,73.0,1970-01-01 00:00:00.000002013,440,400,270,0.991397583740291,-1,284,-0.0154,0.3789,0.3174,0.5262,-0.8608,1
340000,m,88.5,1970-01-01 00:00:00.000002009,81.6,CBSE,B.Tech/B.E.,CSE,71.6,1970-01-01 00:00:00.000002013,465,560,810,0.842248322257836,565,469,0.99,0.2124,-0.4511,-1.6289,-1.0524,8
320000,m,65.8,1970-01-01 00:00:00.000002003,67.6,CBSE,MCA,CA,66.35,1970-01-01 00:00:00.000002013,475,485,535,0.622642915849938,445,407,-0.7335,-0.4536,0.4711,0.2727,0.4805,2
340000,m,73.5,1970-01-01 00:00:00.000002009,71.8,STATE BOARD,B.Tech/B.E.,IT,83.9,1970-01-01 00:00:00.000002013,535,605,665,0.998876108102859,735,653,1.4208,1.0449,0.6248,0.2727,1.247,8
120000,m,68.66,1970-01-01 00:00:00.000002007,61.8,STATE BOARD,B.Tech/B.E.,CSE,65.72,1970-01-01 00:00:00.000002013,430,350,450,0.486747008438193,455,376,0.1282,1.0449,0.6248,1.794,1.247,8
300000,m,68.2,1970-01-01 00:00:00.000002010,67.4,STATE BOARD,B.Tech/B.E.,CSE,66.0,1970-01-01 00:00:00.000002015,440,400,355,0.356536487724475,295,346,0.7027,0.0459,0.7785,1.6672,-0.0943,0
425000,m,76.0,1970-01-01 00:00:00.000002009,79.0,ICSE,B.Tech/B.E.,CSE,68.66,1970-01-01 00:00:00.000002014,545,605,680,0.953899775079926,475,530,-0.3027,1.3779,1.547,0.7798,1.0554,8
195000,m,73.0,1970-01-01 00:00:00.000002009,66.0,STATE BOARD,B.Tech/B.E.,CSE,70.0,1970-01-01 00:00:00.000002014,315,530,380,0.356536487724475,275,346,1.9953,0.8784,0.4711,-1.6289,0.4805,7
250000,m,83.0,1970-01-01 00:00:00.000002009,76.0,CBSE,B.Tech/B.E.,CS,65.0,1970-01-01 00:00:00.000002014,545,385,470,0.23780283983757,135,315,-0.8772,0.7119,1.0859,-0.995,1.0554,8
240000,m,69.0,1970-01-01 00:00:00.000002006,66.0,STATE BOARD,MCA,CA,70.0,1970-01-01 00:00:00.000002013,430,520,590,0.0800552813405495,595,253,0.2718,1.0449,1.2396,-0.6147,0.4805,1
120000,m,73.0,1970-01-01 00:00:00.000002009,54.2,STATE BOARD,B.Tech/B.E.,CSE,66.55,1970-01-01 00:00:00.000002013,430,420,545,0.486747008438193,435,376,0.4155,1.3779,0.6248,0.3995,0.6721,1
350000,m,74.83,1970-01-01 00:00:00.000002010,87.4,STATE BOARD,B.Tech/B.E.,CSE,69.31,1970-01-01 00:00:00.000002014,395,530,545,0.622642915849938,395,407,0.2718,-0.7866,1.7007,-0.6147,0.8637,8
130000,m,80.0,1970-01-01 00:00:00.000002009,79.0,STATE BOARD,B.Tech/B.E.,CSE,75.0,1970-01-01 00:00:00.000002013,415,365,310,0.0800552813405495,315,253,-1.1644,0.8784,1.3933,0.653,-0.6692,1
120000,m,72.1,1970-01-01 00:00:00.000002007,77.2,STATE BOARD,B.Tech/B.E.,IT,68.9,1970-01-01 00:00:00.000002013,405,565,475,0.486747008438193,445,376,1.3686,0.6009,0.7785,-1.2486,1.0031,1
310000,f,85.0,1970-01-01 00:00:00.000002010,83.0,CBSE,B.Tech/B.E.,CSE,79.98,1970-01-01 00:00:00.000002014,580,520,500,0.622642915849938,585,407,0.4155,1.0449,1.2396,-0.6147,0.2889,8
180000,f,58.0,1970-01-01 00:00:00.000002008,67.0,STATE BOARD,MCA,CA,73.0,1970-01-01 00:00:00.000002014,535,425,485,0.842248322257836,465,469,0.7027,0.2124,0.1637,-0.995,0.0973,8
325000,m,86.0,1970-01-01 00:00:00.000002007,72.8,CBSE,B.Tech/B.E.,EEE,65.89,1970-01-01 00:00:00.000002013,650,640,795,0.207392169717661,-1,376,-0.4463,0.0459,0.3174,-0.3612,-1.0524,8
100000,f,87.0,1970-01-01 00:00:00.000002008,77.0,CBSE,B.Tech/B.E.,CSE,69.0,1970-01-01 00:00:00.000002013,675,510,545,0.0800552813405495,465,253,0.8463,1.7109,0.4711,-1.5021,0.8637,1
120000,m,77.0,1970-01-01 00:00:00.000002007,62.2,CBSE,B.Tech/B.E.,EEE,75.0,1970-01-01 00:00:00.000002012,500,530,535,0.622642915849938,-1,376,-0.0154,-0.1206,-1.6807,0.0192,-1.4356,1
200000,f,66.8,1970-01-01 00:00:00.000002008,64.33,CBSE,MCA,CA,75.65,1970-01-01 00:00:00.000002014,450,580,385,0.744758354008939,375,438,-0.3027,1.3779,1.0859,-0.3612,1.0554,1
140000,m,76.0,1970-01-01 00:00:00.000002008,63.0,CBSE,B.Tech/B.E.,CSE,83.0,1970-01-01 00:00:00.000002013,420,450,450,0.23780283983757,385,315,-0.4463,-0.2871,0.3174,0.653,0.6721,1
315000,m,74.0,1970-01-01 00:00:00.000002008,71.0,STATE BOARD,B.Tech/B.E.,CS,59.6,1970-01-01 00:00:00.000002014,465,650,655,0.978799292641428,605,561,-1.7389,0.0459,0.7785,-1.7556,1.0554,7
100000,m,51.2,1970-01-01 00:00:00.000002008,74.0,CBSE,B.Tech/B.E.,CSE,67.8,1970-01-01 00:00:00.000002013,525,485,560,0.744758354008939,565,438,-0.3027,1.0449,-0.2974,0.2727,0.8637,1
110000,m,66.46,1970-01-01 00:00:00.000002009,62.81,STATE BOARD,B.Tech/B.E.,CS,61.51,1970-01-01 00:00:00.000002013,430,340,370,0.842248322257836,515,469,1.5644,-0.1206,0.01,0.5262,0.6721,0
215000,m,82.67,1970-01-01 00:00:00.000002008,74.92,STATE BOARD,B.Tech/B.E.,CS,61.36,1970-01-01 00:00:00.000002014,580,470,425,0.911395278391328,535,500,1.7081,1.0449,1.547,0.0192,0.6721,2
300000,f,81.0,1970-01-01 00:00:00.000002010,70.0,CBSE,B.Tech/B.E.,CSE,68.0,1970-01-01 00:00:00.000002014,525,505,465,0.486747008438193,315,376,0.8463,0.0459,0.6248,-0.995,1.0554,8
400000,m,72.0,1970-01-01 00:00:00.000002009,67.0,CBSE,B.Tech/B.E.,CSE,57.5,1970-01-01 00:00:00.000002013,520,570,515,0.842248322257836,525,469,1.1336,0.0459,0.6248,-1.6289,0.2889,8
180000,m,68.4,1970-01-01 00:00:00.000002008,69.4,STATE BOARD,B.Tech/B.E.,ECE,76.0,1970-01-01 00:00:00.000002013,455,570,620,0.622642915849938,465,315,0.8463,-0.2871,-0.9122,-0.8682,-0.0943,1
190000,m,75.2,1970-01-01 00:00:00.000002006,78.0,STATE BOARD,MCA,CA,73.0,1970-01-01 00:00:00.000002013,405,510,430,0.356536487724475,325,346,0.2718,-0.2871,0.1637,-0.1076,-0.2859,7
320000,m,84.0,1970-01-01 00:00:00.000002009,76.0,STATE BOARD,B.Tech/B.E.,CSE,76.0,1970-01-01 00:00:00.000002013,370,390,575,0.744758354008939,175,438,0.99,0.5454,1.0859,-0.3612,0.4805,8
450000,f,48.8,1970-01-01 00:00:00.000002005,48.8,STATE BOARD,B.Tech/B.E.,CSE,72.5,1970-01-01 00:00:00.000002014,430,385,295,0.911395278391328,515,500,0.99,0.3789,1.0859,0.653,0.4805,1
305000,m,78.6,1970-01-01 00:00:00.000002010,80.0,ICSE,B.Tech/B.E.,EEE,69.29,1970-01-01 00:00:00.000002014,640,540,440,0.423951396376433,-1,346,-0.0154,-0.9531,-1.3733,-0.3612,-1.244,8
85000,m,71.0,1970-01-01 00:00:00.000002010,61.0,CBSE,B.Tech/B.E.,CSE,66.0,1970-01-01 00:00:00.000002014,580,505,380,0.622642915849938,395,407,1.5644,1.3779,1.0859,-1.8824,0.2889,7
330000,m,85.0,1970-01-01 00:00:00.000002009,81.0,STATE BOARD,B.Tech/B.E.,CSE,76.7,1970-01-01 00:00:00.000002013,455,530,440,0.622642915849938,455,407,1.7081,0.8784,1.7007,0.1459,0.8637,8
210000,m,69.0,1970-01-01 00:00:00.000002007,66.6,CBSE,B.Tech/B.E.,ECE,67.0,1970-01-01 00:00:00.000002012,455,495,544,0.622642915849938,455,376,0.5591,-0.2871,0.1637,0.1459,0.2889,9
300000,f,84.0,1970-01-01 00:00:00.000002011,89.3,STATE BOARD,B.Tech/B.E.,CS,79.0,1970-01-01 00:00:00.000002015,500,375,520,0.356536487724475,285,346,1.4208,1.7109,1.2396,0.1459,0.6721,0
100000,f,84.2,1970-01-01 00:00:00.000002010,86.3,STATE BOARD,B.Tech/B.E.,CSE,75.27,1970-01-01 00:00:00.000002014,430,545,645,0.978799292641428,625,561,-1.4517,-1.6191,-1.6807,-0.995,-2.5853,8
420000,m,89.0,1970-01-01 00:00:00.000002010,82.2,STATE BOARD,B.Tech/B.E.,CSE,72.4,1970-01-01 00:00:00.000002014,450,510,575,0.622642915849938,505,407,0.8463,0.8784,1.7007,-1.1218,0.8637,8
335000,m,85.33,1970-01-01 00:00:00.000002010,89.7,STATE BOARD,B.Tech/B.E.,CSE,74.3,1970-01-01 00:00:00.000002014,605,500,595,0.356536487724475,415,346,-1.1644,0.7119,0.7785,-1.7556,0.2889,1
330000,m,91.4,1970-01-01 00:00:00.000002010,87.8,CBSE,B.Tech/B.E.,ECE,77.0,1970-01-01 00:00:00.000002015,525,460,510,0.649389714846691,565,376,-2.1698,0.5454,-0.1437,0.1459,-0.2859,7
515000,m,84.8,1970-01-01 00:00:00.000002009,84.6,CBSE,B.Tech/B.E.,CSE,80.8,1970-01-01 00:00:00.000002013,625,585,795,0.911395278391328,575,500,0.2718,0.3789,0.9322,-0.1076,-1.4356,9
350000,m,85.4,1970-01-01 00:00:00.000002010,67.8,CBSE,B.Tech/B.E.,CSE,82.67,1970-01-01 00:00:00.000002014,695,535,485,0.622642915849938,495,407,-2.0262,0.0459,0.4711,-0.995,0.2889,8
275000,m,80.42,1970-01-01 00:00:00.000002010,65.16,STATE BOARD,B.Tech/B.E.,CSE,74.0,1970-01-01 00:00:00.000002014,710,480,535,0.144789889482462,465,284,1.4208,0.8784,0.7785,-0.1076,0.2889,8
340000,m,70.0,1970-01-01 00:00:00.000002007,56.0,STATE BOARD,B.Tech/B.E.,CSE,54.0,1970-01-01 00:00:00.000002013,615,580,405,0.842248322257836,515,469,-0.7335,0.8784,0.3174,-1.6289,-0.2859,8
145000,m,68.2,1970-01-01 00:00:00.000002010,60.0,CBSE,B.Tech/B.E.,IT,72.23,1970-01-01 00:00:00.000002014,440,340,340,0.356536487724475,415,346,-2.1698,-0.1206,0.3174,-0.8682,-0.2859,8
315000,m,75.0,1970-01-01 00:00:00.000002009,70.0,CBSE,B.Tech/B.E.,CSE,65.0,1970-01-01 00:00:00.000002014,640,565,465,0.622642915849938,525,407,-0.0154,0.3789,1.2396,0.5262,0.6721,7
120000,f,59.0,1970-01-01 00:00:00.000002007,69.0,STATE BOARD,MCA,CA,74.0,1970-01-01 00:00:00.000002014,275,415,310,0.0800552813405495,315,253,0.5591,0.2124,0.3174,0.5262,-0.2859,1
325000,f,86.5,1970-01-01 00:00:00.000002008,63.4,CBSE,B.Tech/B.E.,IT,68.89,1970-01-01 00:00:00.000002013,405,450,500,0.356536487724475,455,346,0.1282,-0.6201,-0.7585,-0.4879,0.0973,0
110000,m,72.0,1970-01-01 00:00:00.000002009,60.0,CBSE,B.Tech/B.E.,ECE,62.5,1970-01-01 00:00:00.000002013,560,370,370,0.649389714846691,-1,346,0.2718,0.3789,0.1637,-0.8682,-0.6692,0
300000,f,72.0,1970-01-01 00:00:00.000002010,60.0,CBSE,B.Tech/B.E.,CSE,72.5,1970-01-01 00:00:00.000002014,500,360,510,0.356536487724475,405,346,0.8463,1.7109,1.2396,-1.3753,1.4386,7
220000,f,83.5,1970-01-01 00:00:00.000002009,83.8,STATE BOARD,B.Tech/B.E.,CSE,71.7,1970-01-01 00:00:00.000002013,465,470,475,0.144789889482462,485,284,-0.0154,1.0449,-0.1437,-0.4879,0.8637,1
345000,m,74.8,1970-01-01 00:00:00.000002009,68.0,CBSE,B.Tech/B.E.,IT,69.0,1970-01-01 00:00:00.000002014,570,395,475,0.356536487724475,475,346,-0.0154,0.8784,-0.7585,0.3995,-0.4776,7
320000,f,82.7,1970-01-01 00:00:00.000002010,91.0,STATE BOARD,B.Tech/B.E.,CSE,73.0,1970-01-01 00:00:00.000002014,490,435,560,0.0800552813405495,425,253,0.4155,1.2114,0.4711,-0.4879,0.2889,8
360000,m,79.29,1970-01-01 00:00:00.000002009,68.67,CBSE,B.Tech/B.E.,CSE,76.0,1970-01-01 00:00:00.000002013,545,505,595,0.356536487724475,555,346,0.2718,0.7119,0.3174,-0.1076,1.4386,8
800000,f,93.0,1970-01-01 00:00:00.000002010,88.0,CBSE,B.Tech/B.E.,CS,81.9,1970-01-01 00:00:00.000002014,650,620,765,0.911395278391328,645,500,0.2718,0.5454,-1.2196,-1.5021,-1.244,1
370000,f,86.6,1970-01-01 00:00:00.000002009,84.6,CBSE,B.Tech/B.E.,CSE,76.08,1970-01-01 00:00:00.000002013,570,580,705,0.996744486852253,565,623,-0.0154,0.2124,-1.527,-2.3895,-0.6692,8
500000,m,83.68,1970-01-01 00:00:00.000002010,84.5,STATE BOARD,B.Tech/B.E.,CSE,72.3,1970-01-01 00:00:00.000002014,580,605,570,0.622642915849938,585,407,-1.308,-1.7856,-0.6048,1.0333,-2.5853,8
125000,m,70.66,1970-01-01 00:00:00.000002009,69.84,STATE BOARD,B.Tech/B.E.,IT,69.0,1970-01-01 00:00:00.000002014,310,410,695,0.144789889482462,465,284,-1.1644,-1.2861,0.6248,1.0333,-1.6273,1
325000,m,60.1,1970-01-01 00:00:00.000002007,66.4,STATE BOARD,B.Tech/B.E.,CSE,65.22,1970-01-01 00:00:00.000002014,490,455,345,0.23780283983757,535,315,1.7081,1.0449,0.9322,0.2727,1.247,1
